endereco,preco,area,quartos,banheiros,garagens,latitude,longitude
"Plano Diretor Sul, Palmas",1400000,400,3,3,3,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 21, Plano Diretor Sul",500000,108,3,2,2,-10.2123133,-48.3452623
"ARSO 33 Rua 5, Plano Diretor Sul",870000,179,3,1,2,-10.3020312,-48.3081655
"Plano Diretor Sul, Palmas",750000,113,3,3,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",680000,137,3,2,2,-10.2196474,-48.33896439999999
"ARSE 23 Alameda 8, Plano Diretor Sul",1100000,297,4,4,0,-10.2169161,-48.3465641
"Quadra ARSO 121 Alameda 1, Plano Diretor Sul",175000,80,2,1,0,-10.2590193,-48.3401126
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",1650000,210,3,4,2,-10.2259518,-48.365767
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",480000,120,3,2,2,-10.216539,-48.3462107
"Quadra ARSE 62 Alameda Portinari, Plano Diretor Sul",1300000,370,4,5,6,-10.2218941,-48.3203751
"Plano Diretor Sul, Palmas",490000,133,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",450000,192,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",390000,250,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",680000,135,3,3,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1980000,234,4,6,4,-10.2196474,-48.33896439999999
"Quadra ALCSO 141B QD 1, Plano Diretor Sul",650000,219,4,3,2,-10.2196474,-48.33896439999999
"ARNE 13 Alameda 12, Plano Diretor Norte",1200000,250,4,4,6,-10.1566274,-48.3145878
"Plano Diretor Sul, Palmas",850000,406,3,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",880000,175,4,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",580000,124,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",950000,175,3,2,0,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 35, Plano Diretor Sul",520000,104,2,1,2,-10.215773,-48.3340767
"Quadra ARSO 122 Quadra 4, Plano Diretor Sul",599000,148,3,3,4,-10.215773,-48.3340767
"Quadra ARSE 51 Alameda 8, Plano Diretor Sul",780000,360,3,2,3,-10.2169161,-48.3465641
"Plano Diretor Norte, Palmas",1200000,196,3,4,4,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",499000,180,3,2,3,-10.2196474,-48.33896439999999
"Quadra ARSE 152 ACSV SE 152, Plano Diretor Sul",750000,140,2,3,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",750000,160,3,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",919000,450,3,1,2,-10.1701661,-48.3339796
"Rua Aldacy Gomes, Loteamento Bertaville",500000,113,4,3,2,-10.2924756,-48.316845
"Plano Diretor Sul, Palmas",380000,360,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,130,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",450000,180,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",920000,177,3,1,2,-10.2196474,-48.33896439999999
"ARSO 53 Alameda 12, Plano Diretor Sul",695000,145,3,4,3,-10.2145542,-48.3470753
"ARNE 13 Alameda 16, Plano Diretor Norte",1600000,535,4,5,6,-10.215505,-48.3470315
"Plano Diretor Sul, Palmas",870000,195,3,5,0,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",800000,215,3,4,3,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",1500000,900,4,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",920000,117,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",340000,67,2,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",299000,100,3,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",2850000,308,1,4,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",599000,199,3,1,2,-10.2196474,-48.33896439999999
"ARSO 61 Alameda 10, Plano Diretor Sul",739000,248,3,4,1,-10.215773,-48.3340767
"ARNE 13 Alameda 12, Plano Diretor Norte",4500000,690,4,7,4,-10.1566274,-48.3145878
"Plano Diretor Sul, Palmas",990000,190,3,4,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",620000,174,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,150,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",630000,152,3,3,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",920000,370,3,4,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",650000,277,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",445000,225,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",920000,177,3,3,2,-10.2196474,-48.33896439999999
"ARSO 32 Alameda 2, Plano Diretor Sul",1980000,373,4,4,4,-10.2154065,-48.3452303
"Plano Diretor Sul, Palmas",495000,180,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",650000,239,3,1,3,-10.2196474,-48.33896439999999
"ARSO 61 Alameda 12, Plano Diretor Sul",450000,99,3,2,5,-10.2145542,-48.3470753
"Plano Diretor Sul, Palmas",610000,145,3,2,0,-10.2196474,-48.33896439999999
"Quadra ARSE 111 Alameda 12, Plano Diretor Sul",519000,103,3,2,2,-10.249488,-48.3270034
"Plano Diretor Norte, Palmas",890000,360,3,3,3,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",499000,103,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",550000,371,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",670000,224,3,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",390000,249,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",850000,360,3,1,3,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",450000,450,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",750000,168,4,1,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",975000,184,3,4,2,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",1350000,438,4,3,3,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",720000,126,3,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",550000,116,3,1,0,-10.2196474,-48.33896439999999
"Area Rural de Palmas, Palmas",2700000,687,3,4,3,,
"Plano Diretor Sul, Palmas",680000,172,3,3,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",695000,150,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",570000,140,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1100000,500,4,5,4,-10.2196474,-48.33896439999999
"ARSO 31 Alameda 20, Plano Diretor Sul",2500000,433,5,6,5,-10.1903213,-48.3215464
"Plano Diretor Sul, Palmas",1750000,200,3,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",600000,450,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",550000,360,3,2,1,-10.1701661,-48.3339796
"ARSO 34 Rua 7, Plano Diretor Sul",645000,135,3,1,2,-10.3000769,-48.3084752
"ARSO 43 Alameda Circular 1, Plano Diretor Sul",710000,178,3,1,4,-10.215773,-48.3340767
"ARNE 12 Alameda 2, Plano Diretor Norte",1200000,196,3,4,3,-10.156889,-48.3134594
"Plano Diretor Sul, Palmas",470000,300,4,1,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1850000,210,4,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",914928,202,3,4,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1150000,200,3,3,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",680000,225,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",630000,240,3,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",750000,160,2,3,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1080000,262,3,2,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",580000,360,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1080000,262,3,2,0,-10.2196474,-48.33896439999999
"Quadra ALCSO 141B QD 12, Plano Diretor Sul",340000,89,2,1,2,-10.2196474,-48.33896439999999
"Quadra ARSE 72 Alameda 2, Plano Diretor Sul",380000,228,3,2,3,-10.2154065,-48.3452303
"Plano Diretor Sul, Palmas",730000,266,3,1,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",380000,175,2,1,1,-10.2196474,-48.33896439999999
"ARNE 12 Alameda 4, Plano Diretor Norte",700000,211,4,1,2,-10.1603218,-48.3132625
"Quadra ARNE 71 Alameda 4, Plano Diretor Norte",570000,130,3,2,2,-10.1602982,-48.3127103
"Plano Diretor Sul, Palmas",670000,285,4,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",560000,225,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1290000,312,5,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1200000,200,3,2,0,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",890000,380,3,3,4,-10.216539,-48.3462107
"Plano Diretor Sul, Palmas",770000,198,3,3,0,-10.2196474,-48.33896439999999
"Jardim Aureny III, Palmas",150000,70,2,1,1,-10.300991,-48.3489356
"Plano Diretor Sul, Palmas",950000,360,3,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1100000,302,4,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1750000,210,3,5,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",290000,59,2,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",950000,360,3,1,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",440000,180,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1300000,238,3,4,0,-10.2196474,-48.33896439999999
"ARSO 53 Alameda 1, Plano Diretor Sul",699000,150,3,3,2,-10.215773,-48.3340767
"Plano Diretor Norte, Palmas",670000,136,3,2,2,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",500000,450,4,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,360,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 15, Plano Diretor Sul",1050000,193,3,4,0,-10.215773,-48.3340767
"Plano Diretor Sul, Palmas",519000,111,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 37, Plano Diretor Sul",430000,103,2,1,2,-10.2123142,-48.347996
"Plano Diretor Sul, Palmas",580000,260,5,5,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",499000,250,5,3,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",740000,122,3,4,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",950000,250,4,3,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",695000,330,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",1200000,360,3,4,4,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",3100000,264,4,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,300,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",660000,158,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 5, Plano Diretor Sul",520000,104,2,1,2,-10.2459212,-48.32490259999999
"Quadra ARSO 52 Alameda 2, Plano Diretor Sul",990000,360,3,3,4,-10.2154065,-48.3452303
"Quadra ARSE 111 Alameda 13, Plano Diretor Sul",600000,200,3,3,4,-10.249488,-48.3270034
"Plano Diretor Sul, Palmas",1250000,211,3,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",565000,125,3,1,3,-10.1701661,-48.3339796
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",520000,180,3,2,2,-10.216539,-48.3462107
"Plano Diretor Sul, Palmas",1100000,360,3,4,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",660000,200,5,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1400000,382,4,3,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",380000,100,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,448,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,135,3,3,0,-10.2196474,-48.33896439999999
"Quadra ALCSO 141B QD 19, Plano Diretor Sul",650000,219,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",790000,360,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 20, Plano Diretor Sul",530000,96,2,1,2,-10.1907291,-48.3211733
"Plano Diretor Sul, Palmas",1350000,450,4,2,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",670000,340,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1200000,360,3,4,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",3000000,350,4,5,3,-10.2196474,-48.33896439999999
"ARSO 43 Alameda 3, Plano Diretor Sul",625000,150,3,2,2,-10.215773,-48.3340767
"Quadra ARSO 52 Alameda 40, Plano Diretor Sul",1180000,190,3,3,4,-10.2163844,-48.3451708
"Plano Diretor Sul, Palmas",580000,137,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",750000,279,3,1,4,-10.2196474,-48.33896439999999
"Quadra ARNE 71 Alameda 14, Plano Diretor Norte",500000,130,2,1,2,-10.1517411,-48.33420539999999
"Plano Diretor Norte, Palmas",650000,147,3,3,1,-10.1701661,-48.3339796
"Quadra ARNE 71 Alameda 9, Plano Diretor Norte",660000,136,3,2,2,-10.2117983,-48.3466317
"Plano Diretor Sul, Palmas",2100000,420,4,5,4,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 40, Plano Diretor Sul",1299000,200,3,2,2,-10.2163844,-48.3451708
"Plano Diretor Sul, Palmas",920000,177,3,4,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",165000,70,2,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1750000,355,3,4,5,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",560000,140,3,3,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",850000,360,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",530000,180,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",739000,247,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSE 142 Alameda 5, Plano Diretor Sul",299000,81,2,1,1,-10.2458012,-48.3257409
"Plano Diretor Sul, Palmas",890000,323,3,3,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1300000,1000,5,5,5,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",280000,152,2,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",550000,201,4,2,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",380000,130,3,2,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1200000,200,3,2,0,-10.2196474,-48.33896439999999
"Quadra ARSE 21 Alameda 10, Centro",1500000,355,5,4,5,37.7798721,-122.2821855
"Plano Diretor Sul, Palmas",1200000,195,3,5,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1150000,500,4,6,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",570000,103,3,1,2,-10.2196474,-48.33896439999999
"ARSE 22 Alameda 4, Plano Diretor Sul",900000,290,5,5,1,-10.2155869,-48.3460051
"ARSO 31 Alameda 1, Plano Diretor Sul",3900000,780,4,5,0,-10.215773,-48.3340767
"ARSO 54 Alameda 23, Plano Diretor Sul",850000,250,4,1,4,-10.2470879,-48.3189666
"Quadra ARNE 71 Alameda 8, Plano Diretor Norte",699000,126,3,2,2,-10.2169161,-48.3465641
"ARSE 23 Alameda 13, Plano Diretor Sul",1150000,300,4,4,3,-10.2143318,-48.3460029
"Quadra ARSO 52 Alameda 25, Plano Diretor Sul",950000,210,3,1,2,-10.215773,-48.3340767
"Plano Diretor Sul, Palmas",1100000,308,3,3,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1299000,360,3,3,3,-10.2196474,-48.33896439999999
"ARSO 61 Alameda 9, Plano Diretor Sul",2600000,600,4,6,12,-10.1856888,-48.3181058
"Plano Diretor Sul, Palmas",490000,250,3,1,1,-10.2196474,-48.33896439999999
"ARSO 62 Alameda 7, Plano Diretor Sul",980000,179,3,3,4,-10.215773,-48.3340767
"Quadra ARSE 41 Alameda 13, Plano Diretor Sul",1908900,303,5,5,6,-10.2143318,-48.3460029
"ARSO 53 Avenida NS 7, Plano Diretor Sul",580000,105,3,2,2,-10.1883184,-48.3508311
"Plano Diretor Sul, Palmas",950000,233,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1800000,350,4,4,5,-10.2196474,-48.33896439999999
"Quadra ARSO 52 Alameda 25, Plano Diretor Sul",600000,127,2,1,1,-10.215773,-48.3340767
"Plano Diretor Sul, Palmas",420000,92,3,1,3,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",700000,250,8,6,1,-10.1701661,-48.3339796
"Plano Diretor Norte, Palmas",625000,157,4,2,2,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",1490000,210,3,4,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,360,3,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 111 Alameda 14, Plano Diretor Sul",700000,158,3,3,3,-10.2764207,-48.3364901
"Plano Diretor Sul, Palmas",615000,109,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",440000,180,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",3400000,347,4,7,0,-10.2196474,-48.33896439999999
"ARSO 32 Rua 7, Plano Diretor Sul",1700000,410,4,5,6,-10.3000764,-48.3084947
"ARSO 61 Alameda 1, Plano Diretor Sul",1200000,280,4,4,4,-10.215773,-48.3340767
"Plano Diretor Sul, Palmas",850000,360,3,4,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1600000,450,4,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",599000,108,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1100000,300,4,3,5,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1600000,544,4,2,4,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",430000,137,3,1,2,-10.1701661,-48.3339796
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",520000,103,3,2,2,-10.216539,-48.3462107
"ARNE 12 Alameda 3, Plano Diretor Norte",1200000,196,3,5,4,-10.1866412,-48.3197111
"Plano Diretor Sul, Palmas",550000,103,3,2,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,132,3,3,0,-10.2196474,-48.33896439999999
"Rua Zeca Moraes, Plano Diretor Sul",390000,195,2,2,4,-10.2904781,-48.3175762
"Plano Diretor Sul, Palmas",880000,150,3,2,3,-10.2196474,-48.33896439999999
"ARSO 24 Avenida NS 9, Plano Diretor Sul",2800000,350,4,5,0,-10.214628,-48.3599536
"Plano Diretor Sul, Palmas",695000,224,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1300000,1380,4,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",280000,360,2,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",3000000,378,5,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,182,3,4,3,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",950000,320,3,1,3,-10.1701661,-48.3339796
"Plano Diretor Sul, Palmas",1100000,202,3,4,0,-10.2196474,-48.33896439999999
"Graciosa - Orla 14 , Palmas",1750000,284,4,7,0,-10.1956686,-48.3654932
"ARSO 53 Alameda 2, Plano Diretor Sul",730000,133,3,2,3,-10.2154065,-48.3452303
"Plano Diretor Sul, Palmas",1750000,355,4,3,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",920000,182,4,4,3,-10.2196474,-48.33896439999999
"Quadra ARSE 111 Alameda 12, Plano Diretor Sul",1600000,210,3,3,2,-10.249488,-48.3270034
"Plano Diretor Sul, Palmas",1500000,397,5,6,0,-10.2196474,-48.33896439999999
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",2100000,234,4,5,4,-10.2259518,-48.365767
"Plano Diretor Sul, Palmas",2300000,353,4,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1700000,353,4,6,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1600000,240,4,5,4,-10.2196474,-48.33896439999999
"ARSE 12 Alameda 14, Plano Diretor Sul",940000,280,3,3,2,-10.1869966,-48.3226225
"Plano Diretor Sul, Palmas",1980000,240,4,5,3,-10.2196474,-48.33896439999999
"ARSE 22 Alameda 2, Plano Diretor Sul",950000,360,4,4,2,-10.2154065,-48.3452303
"Plano Diretor Sul, Palmas",2100000,248,4,5,4,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",630000,230,3,4,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",540000,360,2,1,2,-10.2196474,-48.33896439999999
"Quadra ARSO 151 QI 35, Plano Diretor Sul",530000,225,4,3,2,-10.215773,-48.3340767
"Plano Diretor Sul, Palmas",650000,230,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,420,6,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",750000,185,3,4,0,-10.2196474,-48.33896439999999
"ARSO 33 Rua 8, Plano Diretor Sul",1800000,450,6,7,6,-10.3023129,-48.3051482
"Quadra ARSO 52 Alameda 40, Plano Diretor Sul",540000,120,3,2,2,-10.2163844,-48.3451708
"Plano Diretor Sul, Palmas",1600000,495,4,1,3,-10.2196474,-48.33896439999999
"Quadra ARSE 51 Alameda 6, Plano Diretor Sul",680000,156,1,1,2,-10.2563753,-48.3227179
"Plano Diretor Sul, Palmas",577500,104,3,2,3,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,143,3,3,4,-10.2196474,-48.33896439999999
"Quadra ARNE 24 Alameda 5, Plano Diretor Norte",490000,85,2,1,1,-10.187134,-48.3116894
"Plano Diretor Sul, Palmas",580000,360,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1180000,360,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",760000,235,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",700000,175,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1150000,200,3,3,0,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1200000,200,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",680000,175,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",550000,116,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",1400000,720,5,4,5,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",600000,300,3,1,2,-10.2196474,-48.33896439999999
"Plano Diretor Norte, Palmas",3400000,347,4,5,4,-10.1701661,-48.3339796
"Quadra ARSO 52 Alameda 30, Plano Diretor Sul",990000,170,3,4,3,-10.1870168,-48.3197032
"Plano Diretor Sul, Palmas",450000,365,3,1,1,-10.2196474,-48.33896439999999
"Plano Diretor Sul, Palmas",900000,184,3,4,3,-10.2196474,-48.33896439999999
